AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
120,False,Camp Pendleton,,2019,True,/incidents/2019/6/20/weisgarber-fire/,,,San Diego,37,,,,2019-06-21T14:22:00Z,,False,True,,,,33.39684,"one mile west of the DeLuz gate, Camp Pendleton",-117.29665,True,Weisgarber Fire,100,,True,"The Weisgarber Fire started on June 20, 2019 one mile west of the DeLuz gate, Camp Pendleton in San Diego County and burned 120 acres. It was contained on June 21, 2019.",,2019-06-20T14:56:00Z,Finalized,,,,,779c4b9a-19bf-487f-ba65-6589aea27420,2019-06-21T14:22:00Z,
120,False,CAL FIRE San Luis Obispo Unit,,2019,True,/incidents/2019/6/10/bitter-fire/,,,San Luis Obispo,40,,,,2019-06-11T17:18:00Z,,False,True,,,,35.57376,Bitterwater Road East of Paso Robles,-120.11738,False,Bitter Fire ,100,,True,"Bitter Fire off Bitterwater road,30 miles east of Paso Robles in San Luis Obispo County is 120 acres and 50% contained. ",June 2019,2019-06-10T11:55:00Z,Finalized,,,,,e1e4dad4-7ea6-48ec-b34d-3128cf55cc43,2019-06-11T17:18:00Z,
115,False,Kern County Fire Department,,2019,False,/incidents/2019/4/30/woody-fire/,,,Kern,15,,,,2019-05-08T08:47:00Z,,False,True,,,,35.65189,"Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield",-118.92545,False,Woody Fire,100,,True,"The Woody Fire started on April 30, 2019 off Woody Rd & Horseshoe Ranch Rd, northeast of Bakersfield (Kern County). It was contained on May 1, 2019.",April 2019,2019-04-30T18:37:00Z,Finalized,,,,,d3beabf6-63e9-4cad-a17c-58bb36abd7ac,2019-05-08T08:47:00Z,
105,False,CAL FIRE Los Angeles County Fire Department ,,2019,True,/incidents/2019/8/13/west-fire/,,,Los Angeles,19,,,,,,False,True,,,,34.675542,"off of 120th Street  West and Coppermill Road, Lancaster ",-118.342239,False,West Fire ,100,,True,"West Fire started on August 13, 2019 off of off of 120th Street  West and Coppermill Road, Lancaster in Los Angeles County.",,2019-08-13T14:37:54Z,Finalized,,,,,eb975e90-a689-40fc-8f44-b13c774de0e8,2019-08-17T08:07:05.01Z,
103,False,Davis Creek Fire Department,,2019,False,/incidents/2019/8/2/meadow-fire-not-a-cal-fire-incident/,,,Modoc,25,,,,2019-08-02T21:39:00Z,,False,True,,,,41.43783,"County Road 48 and Highway 395, northeast of Alturas",-120.23976,False,Meadow Fire (Not a CAL FIRE incident),100,,True,"The Meadow Fire started August 2, 2019 off County Road 48 and Highway 395, northeast of Alturas in Modoc County.",,2019-08-02T16:53:18Z,Finalized,,,,,2f735b66-c275-4557-a8ad-0ff60e0552f3,2019-09-26T14:11:17.837Z,
100,False,Los Padres National Forest,,2019,False,/incidents/2019/7/28/range-fire/,Not a CAL FIRE Incident. CAL FIRE is assisting Los Padres National Forest with air and ground resources.,,Santa Barbara,42,,,,2019-08-05T12:27:00Z,,False,True,,,,34.665699,north of Lake Cachuma,-119.94974,False,Range Fire,100,,True,"The Range Fire started on July 28, 2019 north of Lake Cachuma in Santa Barbara County.",,2019-07-28T22:39:05Z,Finalized,,,,,bc2edb86-fb4b-4dba-a9e0-5339f27d9bce,2019-09-26T14:48:59.423Z,
100,False,CAL FIRE San Diego County Fire ,,2019,True,/incidents/2019/7/12/border-fire/,,,San Diego,37,,,,2019-07-15T17:10:00Z,,False,True,,,,32.566389,Off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border,-116.7525,False,Border Fire,100,,True,"Cottonwood Fire started on July 12, 2019 off of Cottonwood Creak and Barrett Truck Trail along the US/Mexico border in San Diego County.",,2019-07-12T13:20:39Z,Finalized,,,,,8c46fde6-7a1c-482b-97cc-afff1bc5d27c,2019-07-15T21:56:00.203Z,
98,False,CAL FIRE / Riverside County Fire,2,2019,True,/incidents/2019/9/21/kennedy-fire/,,,Riverside,33,9,2,17,2019-09-22T17:00:00Z,,False,True,,,,33.900994,"Moreno Beach Dr & John F. Kennedy Dr, near Lake Perris",-117.170588,False,Kennedy Fire,100,150,True,"The Kennedy Fire started on September 21, 2019 off Moreno Beach Drive & John F. Kennedy Drive, near Lake Perris.",,2019-09-21T17:22:00Z,Finalized,,,,,7b283f4f-c613-4840-aa90-1f6e9fa1573a,2019-09-22T18:36:33.047Z,1
97,False,CALFIRE San Diego ,,2019,True,/incidents/2019/10/25/sawday-fire/,All evacuations orders and road closures have been lifted. Firefighters will remain on scene overnight for mop-up and containment line construction.,,San Diego,37,,,,2019-10-28T19:31:00Z,,False,True,,,,33.055124,"Sawday Truck Trail and Little Page Rd, Community of Witch Creek ",-116.742508,True,Sawday Fire ,100,150,True,"The Sawday Fire started October 25, 2019 near Sawday Truck Trail and Littlepage Road in San Diego County.",,2019-10-25T10:52:04Z,Finalized,,,,,a6701bb9-7086-4dbc-ac5f-8c98eeb0279a,2019-10-29T19:04:38.71Z,
96,False,CAL FIRE / Riverside County Fire,,2019,True,/incidents/2019/7/13/orange-fire/,,,Riverside,33,,,,2019-07-13T15:13:00Z,,False,True,,,,33.8128372,27000 block of Orange Avenue in Nuevo,-117.1228851,False,Orange fire,100,,True,The Orange fire started on July 13 2019 near the 27000 block of Orange Avenue in Nuevo in Riverside County,"The Orange fire, 27000 block of Orange Avenue, Nuevo, Riverside County",2019-07-13T10:36:00Z,Finalized,,,,,777caabb-3850-4db2-ba02-2d95fda38db6,2019-07-15T18:33:50.623Z,
95,False,CAL FIRE San Luis Obispo Unit,,2019,True,/incidents/2019/7/24/thompson-fire/,,,San Luis Obispo,40,,,,,,False,True,,,,35.004722,"Off Highway 166  and Highway 101, North of Santa Maria",-120.435278,False,Thompson Fire ,100,,True,"Thompson Fire started on July 24, 2019 off Highway 166  and Highway 101, North of Santa Maria in San Luis Obispo County.",,2019-07-24T20:09:59Z,Finalized,,,,,63b69be6-bd39-4bb4-aee1-7b59dbf7c360,2019-07-25T08:10:47.643Z,
94,False,CAL FIRE Riverside County Fire Department ,,2019,True,/incidents/2019/8/5/toro-fire/,,,Riverside,33,,,,2019-08-06T18:42:00Z,,False,True,,,,33.740219,"26000 Block El Toro Road, North of Lake Elsinore",-117.333728,False,Toro Fire ,100,,True,"The Toro Fire started on August 5, 2019 at 26000 Block El Toro Road, North of Lake Elsinore in Riverside County.",,2019-08-05T15:36:23Z,Finalized,,,,,0089d3c4-c554-46e1-8eb9-af95e4dfae0c,2019-08-06T18:42:43.083Z,
91,False,Ventura County Fire Department,,2019,False,/incidents/2019/10/10/wendy-fire/,,,Ventura,56,,,,,,False,True,,,,34.156389,"Potrero Rd and S Wendy Dr, Newbury Park",-118.950833,False,Wendy Fire,100,,True,"The Wendy Fire started October 10, 2019 off Potrero Rd and S Wendy Dr, Newbury Park in Ventura County.",,2019-10-10T21:28:58Z,Finalized,,,,,fd21c9dc-a89f-4a29-990b-33b95ae2adc9,2019-10-14T15:37:48.7Z,
91,False,Klamath National Forest ,,2019,False,/incidents/2019/9/15/bar-fire/,,,Siskiyou,47,,,,,,False,True,,,,41.749667,"Southwest of Bald Mountain and Klamath Bar, Klamath National Forest",-123.000833,False,Bar Fire,100,,True,"Bar Fire started on September 5, 2019 southwest of Bald Mountain and Klamath Bar, Klamath National Forest in Siskiyou County.",,2019-09-15T15:52:00Z,Finalized,,,,,8b4a5b95-3f51-4038-a7ea-b5ed3c73c2e5,2019-10-02T16:04:17.03Z,
90,False,CAL FIRE Santa Clara Unit,,2019,True,/incidents/2019/7/16/whiskey-fire/,,,San Joaquin,39,,,,,,False,True,,,,37.962557,"west Lower Jones Road, west of the Community of Slough ",-121.468074,False,Whiskey Fire,100,,True,"The Whiskey Fire started on July 16, 2019 at west Lower Road in San Joaquin County.","Whiskey Fire, 2019",2019-07-16T18:44:15Z,Finalized,,,,,12528e0f-03e0-4598-8df0-e3017fa7382a,2019-07-18T06:37:51.743Z,
90,False,CAL FIRE Shasta-Trinity Unit,,2019,True,/incidents/2019/6/26/trinity-fire/,,,Shasta,45,,,,2019-06-26T06:00:00Z,,False,True,,,,40.41404,"Trinity Alps Vista Road and Bland Road, southwest of Ono",-122.66779,False,Trinity Fire,100,,True,"The Trinity Fire started on June 25, 2019 near Trinity Alps Vista Road and Bland Road, southwest of Ono in Shasta County.",,2019-06-26T15:35:00Z,Finalized,,,,,2f3e47bb-8595-4c9f-bfa6-6fd76e465c12,2019-06-26T15:41:37.08Z,
85,False,CAL FIRE Amador - El Dorado Unit,,2019,True,/incidents/2019/9/3/country-fire/,,,El Dorado,9,,,,2019-09-06T07:24:00Z,,False,True,,,2,38.898915,"Highway 193 and Penobscot Rd, east of Cool",-120.946657,True,Country Fire,100,,True,"The Country Fire started on September 3, 2019 at Highway 193 and Penobscot Rd, east of Cool in El Dorado County.",,2019-09-03T14:57:31Z,Finalized,,4,,,89008310-149d-480f-946f-4ce5a2a71c3f,2019-09-08T18:11:21.837Z,
84,False,CAL FIRE Amador El Dorado Unit ,,2019,True,/incidents/2019/8/2/browns-fire/,,,Sacramento,34,,,,2019-08-02T14:03:00Z,,False,True,,,,38.3525,"Off Twin Cities Road and Clay Station Road, Northeast of Herald ",-121.123611,False,Browns Fire,100,,True,"The Browns Fire started on August 8, 2019 off Twin Cities Road and Clay Station Road, Northeast of Herald in Sacramento County.",,2019-08-02T09:23:00Z,Finalized,,,,,12e44df4-d425-4f09-96b9-25256ffbdcb2,2019-08-02T21:42:25.19Z,
83,False,CAL FIRE Tuolumne-Calaveras Unit,,2019,True,/incidents/2019/9/23/tulloch-fire/,,,Tuolumne,55,,,,2019-09-24T10:21:00Z,,False,True,grass,,,37.838333,"By the intersection of Tulloch Road and Highway 108 in Jamestown, California.",-120.625556,False,Tulloch Fire,100,,True,"The Tulloch Fire started September 23, 2019, by the intersection of Tulloch Road and Highway 108, southwest of lake Tulloch Reservoir in Jamestown, Tuolumne County, California.",,2019-09-23T15:55:57Z,Finalized,,,,,e7910549-a5ca-4712-bd04-349c49c1ba15,2019-09-25T06:56:27.863Z,
83,False,Klamath National Forest,,2019,False,/incidents/2019/7/27/tree-fire/,,Not a CAL FIRE Incident. Please contact the Klamath National Forest for more information.,Siskiyou,47,,,,,,False,True,,,,41.834366,"Tree of Heaven Campground, east of Gottsville",-122.656569,False,Tree Fire,100,,True,,,2019-07-27T10:15:00Z,Finalized,,,,,4ba68199-b45d-49da-91e8-bee9921b621b,2019-10-02T16:07:49.87Z,
81,False,CAL FIRE Sonoma Lake Napa Unit,,2019,True,/incidents/2019/8/13/timm-fire/,,,Solano,48,,,,2019-08-13T18:00:00Z,,False,True,,,,38.455,"Off of Timm Road and Allendale Road, South of Winters ",-121.969167,False,Timm Fire ,100,,True,"Timms Fire started on August 13, 2019 Off of Timm Road and Allendale Road, South of Winters in Solano County.",,2019-08-13T15:41:24Z,Finalized,,,,,ce97fe6d-a635-45f1-bc18-cdd1698673c2,2019-08-17T18:37:44.013Z,
81,False,CAL FIRE San Bernardino Unit,,2019,True,/incidents/2019/7/22/milpas-fire/,,,San Bernardino,36,,,,,,False,True,,,,34.42386,"Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley",-117.10318,False,Milpas Fire,100,,True,"The Milpas Fire started July 22 2019 near Milpas Rd and Valley View Rd, 10 miles SE of Apple Valley in San Bernardino county.","Milpas Fire, Milpas Rd, Valley View Rd,  Apple Valley, San Bernardino county",2019-07-22T19:45:27Z,Finalized,,,,,9e6b72f0-5f8a-41fe-a60d-40d7bc2f5637,2019-07-25T19:00:48.647Z,
81,False,CAL FIRE / Riverside County Fire,,2019,True,/incidents/2019/7/16/meadow-fire/,,,Riverside,33,,,,2019-07-17T21:29:00Z,,False,True,,,,33.514658,Highway 371 near Lake Riverside Drive,-116.7884,False,Meadow Fire,100,,True,"The Meadow Fire started on July 16, 2019 in the area of Highway 371 X Lake Riverside Drive in Aguanga, in Riverside County.","Meadow Fire, Riverside County, 2019",2019-07-16T13:45:43Z,Finalized,,,,,72384606-035c-4d00-8887-84a9da7d0e57,2019-07-18T06:37:29.137Z,
80,False,CALFIRE/Butte County Fire ,,2019,True,/incidents/2019/10/24/nelson-fire/,,,Butte,4,,,,2019-10-24T17:15:00Z,,False,True,,,,39.551423,Between Durham and Richvale,-121.800538,False,Nelson Fire ,100,,True,"The Nelson Fire started October 24, 2019 between Durham and Richvale in Butte County.",,2019-10-24T14:43:10Z,Finalized,,,,,6890469e-78d7-4dac-b162-6c23498fabcc,2019-10-25T07:49:16.767Z,
80,False,CAL FIRE / Riverside County Fire,,2019,True,/incidents/2019/8/25/ivy-fire/,Final acreage was from 50 acres to 80 acres due to more accurate mapping.,,Riverside,33,,,,2019-08-25T13:00:00Z,,False,True,,,,33.77777348,near Northbound Intestate 15 and Temescal Canyon,-117.487578,False,Ivy Fire,100,,True,"The Ivy Fire started on August 25, 2019 near Northbound Intestate 15 and Temescal Canyon in Riverside County.",,2019-08-25T10:58:28Z,Finalized,,,,,cb87a6f4-a560-41a5-81c0-1064d0c368b6,2019-08-25T16:24:02.923Z,
80,False,CAL FIRE San Diego County Fire,,2019,True,/incidents/2019/8/15/border-9-fire/,,,San Diego,37,,,,2019-08-16T18:44:00Z,,False,True,,,,32.57394,"Off of Marron Valley Road and Border Road, Southeast of Dulzura  ",-116.760465,False,Border 9 Fire,100,,True,"Border 9 Fire started on August 15, 2019 off of Marron Valley Road and Border Road, Southeast of Dulzura in San Diego  County.",,2019-08-15T16:24:24Z,Finalized,,,,,e094035d-ac9c-4ea9-a23b-bb55321a64d6,2019-08-17T21:36:51.173Z,
80,False,CAL FIRE Santa Clara Unit ,,2019,True,/incidents/2019/7/24/sweigert-fire/,,,Santa Clara,43,,,,,,False,True,,,,37.433192,"Off of Kahler Court and Felter Road, East of Milpitas",-121.807258,False,Sweigert Fire ,100,,True,"Sweigert Fire started on July 24, 2019 on off of Kahler Court and Felter Road, East of Milpitas in Santa Clara County.",,2019-07-24T20:01:44Z,Finalized,,,,,a8c2bf1e-bb0f-4eec-a435-36d7723dfda6,2019-08-02T12:58:20.81Z,
80,False,CAL FIRE Riverside Unit,,2019,True,/incidents/2019/7/12/lincoln-fire/,,,Riverside,33,,,,2019-07-17T10:00:00Z,,False,True,Grass,,,33.56938,"Lincoln St and Ave 66, Mecca, 6 miles south of Coachella",-116.07896,False,Lincoln Fire,100,,True,"The Lincoln Fire started July 12 near Lincoln St and Ave 66, Mecca, 6 miles south of Coachella (Riverside County)","The Lincoln Fire, Lincoln, Mecca, south of Coachella, Riverside County",2019-07-12T17:15:31Z,Finalized,,,,,6311a921-f8e9-45c1-b10d-fee8be8dae29,2019-07-17T14:04:28.773Z,
80,False,CAL FIRE Nevada-Yuba-Placer Unit,,2019,True,/incidents/2019/6/25/scott-fire/,,,Yuba,58,,,,2019-06-25T13:50:00Z,,False,True,,,,39.24678,"off Scott Forbes Rd, 5 miles east of Browns Valley",-121.32399,False,Scott Fire,100,,True,"The Scott Fire started on June 24, 2019 off Scott Forbes Rd, 5 miles east of Browns Valley in Yuba County. Was contained 6/24/2019",,2019-06-25T13:51:09Z,Finalized,,,,,31cbc968-6d9d-412b-8bc3-6846ca398fe2,2019-06-27T08:24:51.86Z,
80,False,CAL FIRE Nevada-Yuba-Placer Unit,,2019,True,/incidents/2019/6/24/scott-fire/,,,Yuba,58,,,,2019-06-24T18:30:00Z,,False,True,,,,39.24678,"off Scott Forbes Rd, 5 miles east of Browns Valley",-121.32399,False,Scott Fire,100,,True,"The Scott Fire started on June 24, 2019 off Scott Forbes Rd, 5 miles east of Browns Valley in Yuba County. Was contained 6/24/2019",,2019-06-24T11:57:00Z,Finalized,,,,,937f9f26-8d23-4ee7-a0f3-61313dcc63f3,2019-06-27T08:24:28.49Z,
75,False,CAL FIRE Sonoma-Lake-Napa Unit,,2019,True,/incidents/2019/11/5/eagle-fire/,,,Lake,17,,,,2019-11-06T18:30:00Z,,False,True,,,,39.100408,"Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake",-122.496548,False,Eagle Fire,100,,True,"The Eagle Fire started November 5, 2019 off Walker Ridge Road and Bartlett Springs Road, northeast of Clearlake in Lake County.",,2019-11-05T06:52:14Z,Finalized,,,,,600d608d-6279-435d-bc9b-99aacaa5e80f,2019-11-14T18:26:01.897Z,
74,False,San Jose Fire,,2019,False,/incidents/2019/7/2/coyote-fire/,,,Santa Clara,43,,,,2019-07-02T18:32:00Z,,False,True,,,,37.18904,Northbound US 101 at Coyote Creek Golf Drive in San Jose,-121.694968,False,Coyote Fire,100,,True,The Coyote Fire Started July 2 2019  near Northbound US 101 at Coyote Creek Golf Drive in San Jose (Santa Clara County),"Coyote Fire, Northbound US 101, Coyote Creek Golf Drive, San Jose, Santa Clara County",2019-07-02T16:10:02Z,Finalized,,,,,be4489fb-f51f-4109-8132-c7a28e0d9995,2019-07-08T07:51:09.417Z,
70,False,City of Marysville,,2019,False,/incidents/2019/6/8/levee-fire/,,,Yuba,58,,,,2019-06-17T08:34:00Z,,False,True,,,,39.15641,"Highway 20 & E 22nd Street, in Marysville",-121.56363,False,Levee Fire,100,,True,"The Levee Fire started on June 8, 2019 off Highway 20 & E 22nd Street, in Marysville (Yuba County). Lead Agency: City of Marysville. This fire was contained on June 8, 2019.",June 2019,2019-06-08T13:07:00Z,Finalized,,,,,3fd43a39-4e82-4b7e-a642-be86b5c73522,2019-06-17T08:34:00Z,
68,False,CAL FIRE Tehama-Glenn Unit,,2019,True,/incidents/2019/10/9/corning-fire/,,,Tehama,52,,,,2019-10-09T12:39:00Z,,False,True,,,,39.847708,"Inghram Road, South Corning",-122.1604,False,Corning Fire ,100,,True,"The Corning Fire started October 9, 2019 off Inghram Road, South Corning in Tehama county.",,2019-10-09T08:31:40Z,Finalized,,,,,18fe1e24-799d-4aa9-a7ec-fa8e331ae3e9,2019-10-09T12:39:56.35Z,
67,False,Marin County Fire,,2019,True,/incidents/2019/10/24/muir-fire/,Forward progress stopped.  Hwy 1 remains closed between Panoramic Hwy & #MuirWoods Road. No evacuation orders.,,Marin,21,,,,,,False,True,,,,37.896231,"Highway 1 and Panoramic Hwy, Stinson Beach",-122.636471,False,Muir Fire,100,,True,"The Muir Fire started October 24, 2019 off Highway 1 and Panoramic Hwy, Stinson Beach in Marin County.",,2019-10-24T12:15:33Z,Finalized,,,,,16b1921b-f753-4a36-85bc-d903555f0af4,2019-11-21T12:21:41.24Z,
67,False,Tuolumne-Calaveras Unit,,2019,True,/incidents/2019/9/22/lynette-fire/,,,Calaveras,5,,,,,,False,True,,,,38.20177,"By the intersection of Loera Hills Road on Paloma Road in Valley Springs, California.",-120.827386,False,Lynette Fire,100,,True,"The Lynette Fire started and ended on September 22, 2019, and has been contained at 67 acres. 
Crews will be at scene mopping up.",,2019-09-22T18:25:56Z,Finalized,,,,,9fc12331-47f4-4d79-bffe-914f13658993,2019-09-22T18:37:28.433Z,
66,False,CAL FIRE San Benito-Monterey Unit,,2019,True,/incidents/2019/9/1/jolon-fire/,,,Monterey,27,,,,2019-09-02T10:08:00Z,,False,True,,,,35.906482,"Jolon Road and New Pleyto Road, Lockwood",-120.992914,False,Jolon Fire,100,,True,"The Jolon Fire started September 1, 2019 off Jolon Road and New Pleyto Road, Lockwood in Monterey County",,2019-09-01T16:35:55Z,Finalized,,,,,954bfbe7-424c-49e0-9611-23e9f7a475a2,2019-09-03T10:19:31.467Z,
65,False,US Forest Service - Tahoe National Forest,,2019,False,/incidents/2019/5/10/sugar-fire/,,,Placer,31,,,,2019-05-24T14:28:00Z,,False,True,,,,39.11536,"Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill",-120.76088,False,Sugar Fire,100,,True,"Sugar Fire started on May 10, 2019 off Sugar Pine Road and Big Reservoir Lane, northeast of Foresthill in Placer County and burned 65 acres. It was contained May 12, 2019. ",,2019-05-10T14:14:00Z,Finalized,,,,,0888bb9d-0d9b-4a49-bf3d-a55a7c40a707,2019-05-24T14:28:00Z,
64,False,CAL FIRE Sonoma-Lake-Napa Unit,,2019,True,/incidents/2019/7/22/canyon-fire/,Evacuations in place.,,Napa,28,,,,,,False,True,,,,38.481258,Hwy 128 and Wragg Canyon Rd 16 miles east of St. Helena,-122.143942,False,Canyon Fire,100,,True,"The Canyon Fire started on July 22, 2019 at Hwy 128 and Wragg Canyon Rd, east of St. Helena in Napa County.","Canyon Fire, Napa County, July 22, 2019",2019-07-22T15:05:34Z,Finalized,,,,,26676376-4e61-4d68-a28f-5fd8b4501acd,2019-08-02T12:58:46.833Z,
63,False,CAL FIRE Tehama-Glenn Unit,,2019,True,/incidents/2019/10/4/elk-fire/,,,Glenn,11,,,,2019-10-03T12:03:00Z,,False,True,,,,41.70611111,Elk Creek,-123.4375,False,Elk Fire,100,,True,"The Elk fire started October 3, 2019 in Elk Creek in Glenn County.",,2019-10-04T12:03:48Z,Finalized,,,,,082bd2d3-457b-496b-a469-0d2550aac7ef,2019-12-06T11:10:27.863Z,
63,False,CAL FIRE Tehama-Glenn Unit,,2019,True,/incidents/2019/5/20/paskenta-fire/,,,Tehama,52,,,,2019-05-24T14:23:00Z,,False,True,,,,39.98097,"Paskenta Rd and Canal View Road, northwest of Corning",-122.30737,False,Paskenta Fire,100,,True,"The Paskenta Fire started on May 20, 2019 off Paskenta Rd and Canal View Road, northwest of Corning in Tehama County. It burned 63 acres, and was contained on May 20, 2019.","Paskenta Fire, May 20, 2019 Paskenta Rd, Canal View Road, Corning, Tehama County.",2019-05-20T10:57:00Z,Finalized,,,,,aed86291-4631-4d79-ba5f-6b2c8ca399c9,2019-05-24T14:23:00Z,
62,False,CAL FIRE San Mateo- Santa Cruz Unit,,2019,True,/incidents/2019/10/24/cabrillo-fire/,,,San Mateo,41,,,,2019-10-27T12:11:00Z,,False,True,,,,37.166674,"Highway 1 and Gazos Creek Rd, south of Pescadero",-122.361112,False,Cabrillo Fire,100,,True,"The Cabrillo Fire started October 24, 2019 off Highway 1 and Gazos Creek Rd, south of Pescadero in San Mateo County.",,2019-10-24T20:15:36Z,Finalized,,,,,ab8109fd-e8eb-4690-9f5c-3a8c9c47ff48,2019-10-27T12:11:20.533Z,
60,False,Unified command: CAL FIRE Santa Clara Unit and San Jose Fire Department,,2019,True,/incidents/2019/8/15/bayliss-fire/,,,Santa Clara,43,,,,,,False,True,,,,37.219717,"Santa Teresa Blvd and Bayliss Drive, South San Jose",-121.761974,False,Bayliss Fire,100,,True,"The Bayliss Fire started August 15, 2019 off Santa Teresa Blvd and Bayliss Drive, South San Jose in Santa Clara county.",,2019-08-15T13:44:02Z,Finalized,,,,,0deca389-4481-4d91-8765-40caba3ea31c,2019-08-17T10:36:50.297Z,
58,False,CAL FIRE Butte Unit,,2019,True,/incidents/2019/9/6/forbestown-fire/,,,Butte,4,,1,10,2019-09-12T18:49:00Z,,False,True,,,,39.470333,"Forbestown Road and Hurleton Swedes Flat Road, east of Oroville ",-121.412333,False,Forbestown Fire,100,105,True,"The Forbestown Fire started September 6, 2019 off Forbestown Road and Hurleton Swedes Flat Road, east of Oroville in Butte County.",,2019-09-06T15:18:52Z,Finalized,,,,,2de3ab6b-60c5-4400-9bff-74c79ed7d553,2019-09-13T09:42:08.84Z,3
58,False,East Contra Costa Fire Protection District,,2019,False,/incidents/2019/8/7/sellers-fire/,,Forward spread has been stopped. Crews will continue with mop up operations to establish full containment.,Contra Costa,7,,,,,,False,True,,,,37.968494,"Sellers Ave and Delta Rd, 2 miles northeast of Brentwood",-121.678172,False,Sellers Fire,100,,True,"The Sellers Fire started on August 7, 2019 at Sellers Ave and Delta Rd, 2 miles northeast of Brentwood in Contra Costa County.",,2019-08-07T15:13:52Z,Finalized,,,,,e338f506-b9fa-44c0-ae64-324ed0e590d4,2019-09-26T14:48:05.333Z,
55,False,Bureau of Land Management - Northern California District,,2019,False,/incidents/2019/10/13/horse-fire/,,,Lassen,18,,,,2019-10-16T13:44:00Z,,False,True,,,,40.387772,"Shaffer Mountain, Northeast of Susanville in Lassen County",-120.304341,False,Horse Fire,100,,True,"The Horse Fire started on October 13, 2019 at off of Shaffer Mountain 18 miles Northeast of Susanville.",,2019-10-13T14:45:37Z,Finalized,,,,,72c6a0db-a014-4cd9-9788-926707ef839c,2019-10-16T13:53:19.943Z,
55,False,Bureau of Indian Affairs,,2019,False,/incidents/2019/5/29/66-fire/,,,Riverside,33,,,,2019-06-24T11:46:00Z,,False,True,,,,33.57039,Off Avenue 66 in Thermal,-116.1466,False,66 Fire,100,,True,"The 66 fire started May 29, 2019 off Avenue 66 in Thermal (Riverside County) and burned 55 acres. ",May 2019,2019-05-29T21:06:00Z,Finalized,,,,,b4616173-5807-4c04-a416-5374139f3fcc,2019-06-24T11:46:00Z,
53,False,CAL FIRE Sonoma Lake Napa Unit,,2019,True,/incidents/2019/9/7/oak-fire/,"CAL FIRE and cooperating agencies made significant progress overnight by
completing containment lines around the fire. Smoke may be visible today from
smoldering heavy fuels well within the containment lines. Fire personnel will be
extinguishing these areas today, and will be checking the fire area over the next
several days. Safety is our number one priority.

<p>Evacuations remain as an advisory. 

<p>All roads are open in both directions. Use caution when driving in the fire area as equipment and personnel may be present.",,Lake,17,2,,10,2019-09-08T07:00:00Z,,False,True,,,,38.955024,"Highway 29 and Cole Creek Road, South of Kelseyville",-122.833831,False,Oak Fire,100,74,True,"The Oak Fire started September 7, 2019 off Highway 29 and Cole Creek Road, south of Kelseyville in Lake County.",,2019-09-07T14:00:00Z,Finalized,,1,,,25e65946-2e28-453b-bcb4-617b623be750,2019-09-08T07:45:11.27Z,3
52,False,Los Padres National Forest ,,2019,False,/incidents/2019/10/1/ranch-fire/,,,San Luis Obispo,40,,,,,,False,True,,,,35.189783,"Off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo",-120.1755,False,Ranch Fire,100,,True,"Ranch Fire started on October 1, 2019 off of Pozo Road and Avenales Ranch Rd, Southeast of Pozo in San Luis Obispo County.",,2019-10-01T22:35:52Z,Finalized,,,,,e2a0252b-2da9-4967-ba33-7abe3ced1efa,2019-10-24T14:14:58.367Z,
52,False,Unified Command: CAL FIRE San Diego County Fire & Lakeside Fire Protection District ,,2019,False,/incidents/2019/9/25/willow-fire/,An evacuation order has been issued for 14000 block of Willow Road.,,San Diego,37,,,,2019-09-25T20:00:00Z,,False,True,,,,32.87833333,"near 14000 block of Willow Rd, Northeast Lakeside ",-116.88,False,Willow Fire,100,,True,"Willow Fire started September 25, 2019 near 14000 block of Willow Rd, Northeast Lakeside in San Diego County.","Willow Fire, September 25, 2019, San Diego County",2019-09-25T14:17:25Z,Finalized,,,,,abdb011f-15d8-475b-b08e-4df583700411,2019-09-25T20:04:20.883Z,
50,False,CAL FIRE San Diego ,,2019,True,/incidents/2019/10/31/copper-fire/,,,San Diego,37,,,,,,False,True,,,,32.564583,"off of Border road and Canyon Road, Southeast of Chula Vista ",-116.834583,False,Copper Fire,100,,True,"Copper Fire started on October 30, 2019 off of Border road and Canyon Road, Southeast of Chula Vista in San Diego County.",,2019-10-31T06:39:56Z,Finalized,,,,,e471b23c-f00c-44bc-afc1-6ab02b0af4c3,2019-11-01T07:25:07.52Z,
